ID,Name,Team,Score,Matches_Played,Goals,Assists,Yellow_Cards,Red_Cards
2753,Player 4,Team 4,13,4,3,2,1,1
2754,Player 5,Team 5,14,5,4,0,0,0
2755,Player 6,Team 1,15,6,0,1,1,1
2756,Player 7,Team 2,16,7,1,2,0,0
2757,Player 8,Team 3,17,8,2,0,1,1
2758,Player 9,Team 4,18,9,3,1,0,0
2759,Player 10,Team 5,19,10,4,2,1,1
2760,Player 1,Team 1,0,1,0,0,0,0
2761,Player 2,Team 2,1,2,1,1,1,1
2762,Player 3,Team 3,2,3,2,2,0,0
2763,Player 4,Team 4,3,4,3,0,1,1
2764,Player 5,Team 5,4,5,4,1,0,0
2765,Player 6,Team 1,5,6,0,2,1,1
2766,Player 7,Team 2,6,7,1,0,0,0
2767,Player 8,Team 3,7,8,2,1,1,1
2768,Player 9,Team 4,8,9,3,2,0,0
2769,Player 10,Team 5,9,10,4,0,1,1
2770,Player 1,Team 1,10,1,0,1,0,0
2771,Player 2,Team 2,11,2,1,2,1,1
2772,Player 3,Team 3,12,3,2,0,0,0
2773,Player 4,Team 4,13,4,3,1,1,1
2774,Player 5,Team 5,14,5,4,2,0,0
2775,Player 6,Team 1,15,6,0,0,1,1
2776,Player 7,Team 2,16,7,1,1,0,0
2777,Player 8,Team 3,17,8,2,2,1,1
2778,Player 9,Team 4,18,9,3,0,0,0
2779,Player 10,Team 5,19,10,4,1,1,1
2780,Player 1,Team 1,0,1,0,2,0,0
2781,Player 2,Team 2,1,2,1,0,1,1
2782,Player 3,Team 3,2,3,2,1,0,0
2783,Player 4,Team 4,3,4,3,2,1,1
2784,Player 5,Team 5,4,5,4,0,0,0
2785,Player 6,Team 1,5,6,0,1,1,1
2786,Player 7,Team 2,6,7,1,2,0,0
2787,Player 8,Team 3,7,8,2,0,1,1
2788,Player 9,Team 4,8,9,3,1,0,0
2789,Player 10,Team 5,9,10,4,2,1,1
2790,Player 1,Team 1,10,1,0,0,0,0
2791,Player 2,Team 2,11,2,1,1,1,1
2792,Player 3,Team 3,12,3,2,2,0,0
2793,Player 4,Team 4,13,4,3,0,1,1
2794,Player 5,Team 5,14,5,4,1,0,0
2795,Player 6,Team 1,15,6,0,2,1,1
2796,Player 7,Team 2,16,7,1,0,0,0
2797,Player 8,Team 3,17,8,2,1,1,1
2798,Player 9,Team 4,18,9,3,2,0,0
2799,Player 10,Team 5,19,10,4,0,1,1
2800,Player 1,Team 1,0,1,0,1,0,0
2801,Player 2,Team 2,1,2,1,2,1,1
2802,Player 3,Team 3,2,3,2,0,0,0
2803,Player 4,Team 4,3,4,3,1,1,1
2804,Player 5,Team 5,4,5,4,2,0,0
2805,Player 6,Team 1,5,6,0,0,1,1
2806,Player 7,Team 2,6,7,1,1,0,0
2807,Player 8,Team 3,7,8,2,2,1,1
2808,Player 9,Team 4,8,9,3,0,0,0
2809,Player 10,Team 5,9,10,4,1,1,1
2810,Player 1,Team 1,10,1,0,2,0,0
2811,Player 2,Team 2,11,2,1,0,1,1
2812,Player 3,Team 3,12,3,2,1,0,0
2813,Player 4,Team 4,13,4,3,2,1,1
2814,Player 5,Team 5,14,5,4,0,0,0
2815,Player 6,Team 1,15,6,0,1,1,1
2816,Player 7,Team 2,16,7,1,2,0,0
2817,Player 8,Team 3,17,8,2,0,1,1
2818,Player 9,Team 4,18,9,3,1,0,0
2819,Player 10,Team 5,19,10,4,2,1,1
2820,Player 1,Team 1,0,1,0,0,0,0
2821,Player 2,Team 2,1,2,1,1,1,1
2822,Player 3,Team 3,2,3,2,2,0,0
2823,Player 4,Team 4,3,4,3,0,1,1
2824,Player 5,Team 5,4,5,4,1,0,0
2825,Player 6,Team 1,5,6,0,2,1,1
2826,Player 7,Team 2,6,7,1,0,0,0
2827,Player 8,Team 3,7,8,2,1,1,1
2828,Player 9,Team 4,8,9,3,2,0,0
2829,Player 10,Team 5,9,10,4,0,1,1
2830,Player 1,Team 1,10,1,0,1,0,0
2831,Player 2,Team 2,11,2,1,2,1,1
2832,Player 3,Team 3,12,3,2,0,0,0
2833,Player 4,Team 4,13,4,3,1,1,1
2834,Player 5,Team 5,14,5,4,2,0,0
2835,Player 6,Team 1,15,6,0,0,1,1
2836,Player 7,Team 2,16,7,1,1,0,0
2837,Player 8,Team 3,17,8,2,2,1,1
2838,Player 9,Team 4,18,9,3,0,0,0
2839,Player 10,Team 5,19,10,4,1,1,1
2840,Player 1,Team 1,0,1,0,2,0,0
2841,Player 2,Team 2,1,2,1,0,1,1
2842,Player 3,Team 3,2,3,2,1,0,0
2843,Player 4,Team 4,3,4,3,2,1,1
2844,Player 5,Team 5,4,5,4,0,0,0
2845,Player 6,Team 1,5,6,0,1,1,1
2846,Player 7,Team 2,6,7,1,2,0,0
2847,Player 8,Team 3,7,8,2,0,1,1
2848,Player 9,Team 4,8,9,3,1,0,0
2849,Player 10,Team 5,9,10,4,2,1,1
2850,Player 1,Team 1,10,1,0,0,0,0
2851,Player 2,Team 2,11,2,1,1,1,1
2852,Player 3,Team 3,12,3,2,2,0,0
2853,Player 4,Team 4,13,4,3,0,1,1
2854,Player 5,Team 5,14,5,4,1,0,0
2855,Player 6,Team 1,15,6,0,2,1,1
2856,Player 7,Team 2,16,7,1,0,0,0
2857,Player 8,Team 3,17,8,2,1,1,1
2858,Player 9,Team 4,18,9,3,2,0,0
2859,Player 10,Team 5,19,10,4,0,1,1
2860,Player 1,Team 1,0,1,0,1,0,0
2861,Player 2,Team 2,1,2,1,2,1,1
2862,Player 3,Team 3,2,3,2,0,0,0
2863,Player 4,Team 4,3,4,3,1,1,1
2864,Player 5,Team 5,4,5,4,2,0,0
2865,Player 6,Team 1,5,6,0,0,1,1
2866,Player 7,Team 2,6,7,1,1,0,0
2867,Player 8,Team 3,7,8,2,2,1,1
2868,Player 9,Team 4,8,9,3,0,0,0
2869,Player 10,Team 5,9,10,4,1,1,1
2870,Player 1,Team 1,10,1,0,2,0,0
2871,Player 2,Team 2,11,2,1,0,1,1
2872,Player 3,Team 3,12,3,2,1,0,0
2873,Player 4,Team 4,13,4,3,2,1,1
2874,Player 5,Team 5,14,5,4,0,0,0
2875,Player 6,Team 1,15,6,0,1,1,1
2876,Player 7,Team 2,16,7,1,2,0,0
2877,Player 8,Team 3,17,8,2,0,1,1
2878,Player 9,Team 4,18,9,3,1,0,0
2879,Player 10,Team 5,19,10,4,2,1,1
2880,Player 1,Team 1,0,1,0,0,0,0
2881,Player 2,Team 2,1,2,1,1,1,1
2882,Player 3,Team 3,2,3,2,2,0,0
2883,Player 4,Team 4,3,4,3,0,1,1
2884,Player 5,Team 5,4,5,4,1,0,0
2885,Player 6,Team 1,5,6,0,2,1,1
2886,Player 7,Team 2,6,7,1,0,0,0
2887,Player 8,Team 3,7,8,2,1,1,1
2888,Player 9,Team 4,8,9,3,2,0,0
2889,Player 10,Team 5,9,10,4,0,1,1
2890,Player 1,Team 1,10,1,0,1,0,0
2891,Player 2,Team 2,11,2,1,2,1,1
2892,Player 3,Team 3,12,3,2,0,0,0
2893,Player 4,Team 4,13,4,3,1,1,1
2894,Player 5,Team 5,14,5,4,2,0,0
2895,Player 6,Team 1,15,6,0,0,1,1
2896,Player 7,Team 2,16,7,1,1,0,0
2897,Player 8,Team 3,17,8,2,2,1,1
2898,Player 9,Team 4,18,9,3,0,0,0
2899,Player 10,Team 5,19,10,4,1,1,1
2900,Player 1,Team 1,0,1,0,2,0,0
2901,Player 2,Team 2,1,2,1,0,1,1
2902,Player 3,Team 3,2,3,2,1,0,0
2903,Player 4,Team 4,3,4,3,2,1,1
2904,Player 5,Team 5,4,5,4,0,0,0
2905,Player 6,Team 1,5,6,0,1,1,1
2906,Player 7,Team 2,6,7,1,2,0,0
2907,Player 8,Team 3,7,8,2,0,1,1
2908,Player 9,Team 4,8,9,3,1,0,0
2909,Player 10,Team 5,9,10,4,2,1,1
2910,Player 1,Team 1,10,1,0,0,0,0
2911,Player 2,Team 2,11,2,1,1,1,1
2912,Player 3,Team 3,12,3,2,2,0,0
2913,Player 4,Team 4,13,4,3,0,1,1
2914,Player 5,Team 5,14,5,4,1,0,0
2915,Player 6,Team 1,15,6,0,2,1,1
2916,Player 7,Team 2,16,7,1,0,0,0
2917,Player 8,Team 3,17,8,2,1,1,1
2918,Player 9,Team 4,18,9,3,2,0,0
2919,Player 10,Team 5,19,10,4,0,1,1
2920,Player 1,Team 1,0,1,0,1,0,0
2921,Player 2,Team 2,1,2,1,2,1,1
2922,Player 3,Team 3,2,3,2,0,0,0
2923,Player 4,Team 4,3,4,3,1,1,1
2924,Player 5,Team 5,4,5,4,2,0,0
2925,Player 6,Team 1,5,6,0,0,1,1
2926,Player 7,Team 2,6,7,1,1,0,0
2927,Player 8,Team 3,7,8,2,2,1,1
2928,Player 9,Team 4,8,9,3,0,0,0
2929,Player 10,Team 5,9,10,4,1,1,1
2930,Player 1,Team 1,10,1,0,2,0,0
2931,Player 2,Team 2,11,2,1,0,1,1
2932,Player 3,Team 3,12,3,2,1,0,0
2933,Player 4,Team 4,13,4,3,2,1,1
2934,Player 5,Team 5,14,5,4,0,0,0
2935,Player 6,Team 1,15,6,0,1,1,1
2936,Player 7,Team 2,16,7,1,2,0,0
2937,Player 8,Team 3,17,8,2,0,1,1
2938,Player 9,Team 4,18,9,3,1,0,0
2939,Player 10,Team 5,19,10,4,2,1,1
2940,Player 1,Team 1,0,1,0,0,0,0
2941,Player 2,Team 2,1,2,1,1,1,1
2942,Player 3,Team 3,2,3,2,2,0,0
2943,Player 4,Team 4,3,4,3,0,1,1
2944,Player 5,Team 5,4,5,4,1,0,0
2945,Player 6,Team 1,5,6,0,2,1,1
2946,Player 7,Team 2,6,7,1,0,0,0
2947,Player 8,Team 3,7,8,2,1,1,1
2948,Player 9,Team 4,8,9,3,2,0,0
2949,Player 10,Team 5,9,10,4,0,1,1
2950,Player 1,Team 1,10,1,0,1,0,0
2951,Player 2,Team 2,11,2,1,2,1,1
2952,Player 3,Team 3,12,3,2,0,0,0
2953,Player 4,Team 4,13,4,3,1,1,1
2954,Player 5,Team 5,14,5,4,2,0,0
2955,Player 6,Team 1,15,6,0,0,1,1
2956,Player 7,Team 2,16,7,1,1,0,0
2957,Player 8,Team 3,17,8,2,2,1,1
2958,Player 9,Team 4,18,9,3,0,0,0
2959,Player 10,Team 5,19,10,4,1,1,1
2960,Player 1,Team 1,0,1,0,2,0,0
2961,Player 2,Team 2,1,2,1,0,1,1
2962,Player 3,Team 3,2,3,2,1,0,0
2963,Player 4,Team 4,3,4,3,2,1,1
2964,Player 5,Team 5,4,5,4,0,0,0
2965,Player 6,Team 1,5,6,0,1,1,1
2966,Player 7,Team 2,6,7,1,2,0,0
2967,Player 8,Team 3,7,8,2,0,1,1
2968,Player 9,Team 4,8,9,3,1,0,0
2969,Player 10,Team 5,9,10,4,2,1,1
2970,Player 1,Team 1,10,1,0,0,0,0
2971,Player 2,Team 2,11,2,1,1,1,1
2972,Player 3,Team 3,12,3,2,2,0,0
2973,Player 4,Team 4,13,4,3,0,1,1
2974,Player 5,Team 5,14,5,4,1,0,0
2975,Player 6,Team 1,15,6,0,2,1,1
2976,Player 7,Team 2,16,7,1,0,0,0
2977,Player 8,Team 3,17,8,2,1,1,1
2978,Player 9,Team 4,18,9,3,2,0,0
2979,Player 10,Team 5,19,10,4,0,1,1
2980,Player 1,Team 1,0,1,0,1,0,0
2981,Player 2,Team 2,1,2,1,2,1,1
2982,Player 3,Team 3,2,3,2,0,0,0
2983,Player 4,Team 4,3,4,3,1,1,1
2984,Player 5,Team 5,4,5,4,2,0,0
2985,Player 6,Team 1,5,6,0,0,1,1
2986,Player 7,Team 2,6,7,1,1,0,0
2987,Player 8,Team 3,7,8,2,2,1,1
2988,Player 9,Team 4,8,9,3,0,0,0
2989,Player 10,Team 5,9,10,4,1,1,1
2990,Player 1,Team 1,10,1,0,2,0,0
2991,Player 2,Team 2,11,2,1,0,1,1
2992,Player 3,Team 3,12,3,2,1,0,0
2993,Player 4,Team 4,13,4,3,2,1,1
2994,Player 5,Team 5,14,5,4,0,0,0
2995,Player 6,Team 1,15,6,0,1,1,1
2996,Player 7,Team 2,16,7,1,2,0,0
2997,Player 8,Team 3,17,8,2,0,1,1
2998,Player 9,Team 4,18,9,3,1,0,0
2999,Player 10,Team 5,19,10,4,2,1,1
3000,Player 1,Team 1,0,1,0,0,0,0
3001,Player 2,Team 2,1,2,1,1,1,1
3002,Player 3,Team 3,2,3,2,2,0,0
3003,Player 4,Team 4,3,4,3,0,1,1
3004,Player 5,Team 5,4,5,4,1,0,0
3005,Player 6,Team 1,5,6,0,2,1,1
3006,Player 7,Team 2,6,7,1,0,0,0
3007,Player 8,Team 3,7,8,2,1,1,1
3008,Player 9,Team 4,8,9,3,2,0,0
3009,Player 10,Team 5,9,10,4,0,1,1
3010,Player 1,Team 1,10,1,0,1,0,0
3011,Player 2,Team 2,11,2,1,2,1,1
3012,Player 3,Team 3,12,3,2,0,0,0
3013,Player 4,Team 4,13,4,3,1,1,1
3014,Player 5,Team 5,14,5,4,2,0,0
3015,Player 6,Team 1,15,6,0,0,1,1
3016,Player 7,Team 2,16,7,1,1,0,0
3017,Player 8,Team 3,17,8,2,2,1,1
3018,Player 9,Team 4,18,9,3,0,0,0
3019,Player 10,Team 5,19,10,4,1,1,1
3020,Player 1,Team 1,0,1,0,2,0,0
3021,Player 2,Team 2,1,2,1,0,1,1
3022,Player 3,Team 3,2,3,2,1,0,0
3023,Player 4,Team 4,3,4,3,2,1,1
3024,Player 5,Team 5,4,5,4,0,0,0
3025,Player 6,Team 1,5,6,0,1,1,1
3026,Player 7,Team 2,6,7,1,2,0,0
3027,Player 8,Team 3,7,8,2,0,1,1
3028,Player 9,Team 4,8,9,3,1,0,0
3029,Player 10,Team 5,9,10,4,2,1,1
3030,Player 1,Team 1,10,1,0,0,0,0
3031,Player 2,Team 2,11,2,1,1,1,1
3032,Player 3,Team 3,12,3,2,2,0,0
3033,Player 4,Team 4,13,4,3,0,1,1
3034,Player 5,Team 5,14,5,4,1,0,0
3035,Player 6,Team 1,15,6,0,2,1,1
3036,Player 7,Team 2,16,7,1,0,0,0
3037,Player 8,Team 3,17,8,2,1,1,1
3038,Player 9,Team 4,18,9,3,2,0,0
3039,Player 10,Team 5,19,10,4,0,1,1
3040,Player 1,Team 1,0,1,0,1,0,0
3041,Player 2,Team 2,1,2,1,2,1,1
3042,Player 3,Team 3,2,3,2,0,0,0
3043,Player 4,Team 4,3,4,3,1,1,1
3044,Player 5,Team 5,4,5,4,2,0,0
3045,Player 6,Team 1,5,6,0,0,1,1
3046,Player 7,Team 2,6,7,1,1,0,0
3047,Player 8,Team 3,7,8,2,2,1,1
3048,Player 9,Team 4,8,9,3,0,0,0
3049,Player 10,Team 5,9,10,4,1,1,1
3050,Player 1,Team 1,10,1,0,2,0,0
3051,Player 2,Team 2,11,2,1,0,1,1
3052,Player 3,Team 3,12,3,2,1,0,0
3053,Player 4,Team 4,13,4,3,2,1,1
3054,Player 5,Team 5,14,5,4,0,0,0
3055,Player 6,Team 1,15,6,0,1,1,1
3056,Player 7,Team 2,16,7,1,2,0,0
3057,Player 8,Team 3,17,8,2,0,1,1
3058,Player 9,Team 4,18,9,3,1,0,0
3059,Player 10,Team 5,19,10,4,2,1,1
3060,Player 1,Team 1,0,1,0,0,0,0
3061,Player 2,Team 2,1,2,1,1,1,1
3062,Player 3,Team 3,2,3,2,2,0,0
3063,Player 4,Team 4,3,4,3,0,1,1
3064,Player 5,Team 5,4,5,4,1,0,0
3065,Player 6,Team 1,5,6,0,2,1,1
3066,Player 7,Team 2,6,7,1,0,0,0
3067,Player 8,Team 3,7,8,2,1,1,1
3068,Player 9,Team 4,8,9,3,2,0,0
3069,Player 10,Team 5,9,10,4,0,1,1
3070,Player 1,Team 1,10,1,0,1,0,0
3071,Player 2,Team 2,11,2,1,2,1,1
3072,Player 3,Team 3,12,3,2,0,0,0
3073,Player 4,Team 4,13,4,3,1,1,1
3074,Player 5,Team 5,14,5,4,2,0,0
3075,Player 6,Team 1,15,6,0,0,1,1
3076,Player 7,Team 2,16,7,1,1,0,0
3077,Player 8,Team 3,17,8,2,2,1,1
3078,Player 9,Team 4,18,9,3,0,0,0
3079,Player 10,Team 5,19,10,4,1,1,1
3080,Player 1,Team 1,0,1,0,2,0,0
3081,Player 2,Team 2,1,2,1,0,1,1
3082,Player 3,Team 3,2,3,2,1,0,0
3083,Player 4,Team 4,3,4,3,2,1,1
3084,Player 5,Team 5,4,5,4,0,0,0
3085,Player 6,Team 1,5,6,0,1,1,1
3086,Player 7,Team 2,6,7,1,2,0,0
3087,Player 8,Team 3,7,8,2,0,1,1
3088,Player 9,Team 4,8,9,3,1,0,0
3089,Player 10,Team 5,9,10,4,2,1,1
3090,Player 1,Team 1,10,1,0,0,0,0
3091,Player 2,Team 2,11,2,1,1,1,1
3092,Player 3,Team 3,12,3,2,2,0,0
3093,Player 4,Team 4,13,4,3,0,1,1
3094,Player 5,Team 5,14,5,4,1,0,0
3095,Player 6,Team 1,15,6,0,2,1,1
3096,Player 7,Team 2,16,7,1,0,0,0
3097,Player 8,Team 3,17,8,2,1,1,1
3098,Player 9,Team 4,18,9,3,2,0,0
3099,Player 10,Team 5,19,10,4,0,1,1
3100,Player 1,Team 1,0,1,0,1,0,0
3101,Player 2,Team 2,1,2,1,2,1,1
3102,Player 3,Team 3,2,3,2,0,0,0
3103,Player 4,Team 4,3,4,3,1,1,1
3104,Player 5,Team 5,4,5,4,2,0,0
3105,Player 6,Team 1,5,6,0,0,1,1
3106,Player 7,Team 2,6,7,1,1,0,0
3107,Player 8,Team 3,7,8,2,2,1,1
3108,Player 9,Team 4,8,9,3,0,0,0
3109,Player 10,Team 5,9,10,4,1,1,1
3110,Player 1,Team 1,10,1,0,2,0,0
3111,Player 2,Team 2,11,2,1,0,1,1
3112,Player 3,Team 3,12,3,2,1,0,0
3113,Player 4,Team 4,13,4,3,2,1,1
3114,Player 5,Team 5,14,5,4,0,0,0
3115,Player 6,Team 1,15,6,0,1,1,1
3116,Player 7,Team 2,16,7,1,2,0,0
3117,Player 8,Team 3,17,8,2,0,1,1
3118,Player 9,Team 4,18,9,3,1,0,0
3119,Player 10,Team 5,19,10,4,2,1,1
3120,Player 1,Team 1,0,1,0,0,0,0
3121,Player 2,Team 2,1,2,1,1,1,1
3122,Player 3,Team 3,2,3,2,2,0,0
3123,Player 4,Team 4,3,4,3,0,1,1
3124,Player 5,Team 5,4,5,4,1,0,0
3125,Player 6,Team 1,5,6,0,2,1,1
3126,Player 7,Team 2,6,7,1,0,0,0
3127,Player 8,Team 3,7,8,2,1,1,1
3128,Player 9,Team 4,8,9,3,2,0,0
3129,Player 10,Team 5,9,10,4,0,1,1
3130,Player 1,Team 1,10,1,0,1,0,0
3131,Player 2,Team 2,11,2,1,2,1,1
3132,Player 3,Team 3,12,3,2,0,0,0
3133,Player 4,Team 4,13,4,3,1,1,1
3134,Player 5,Team 5,14,5,4,2,0,0
3135,Player 6,Team 1,15,6,0,0,1,1
3136,Player 7,Team 2,16,7,1,1,0,0
3137,Player 8,Team 3,17,8,2,2,1,1
3138,Player 9,Team 4,18,9,3,0,0,0
3139,Player 10,Team 5,19,10,4,1,1,1
3140,Player 1,Team 1,0,1,0,2,0,0
3141,Player 2,Team 2,1,2,1,0,1,1
3142,Player 3,Team 3,2,3,2,1,0,0
3143,Player 4,Team 4,3,4,3,2,1,1
3144,Player 5,Team 5,4,5,4,0,0,0
3145,Player 6,Team 1,5,6,0,1,1,1
3146,Player 7,Team 2,6,7,1,2,0,0
3147,Player 8,Team 3,7,8,2,0,1,1
3148,Player 9,Team 4,8,9,3,1,0,0
3149,Player 10,Team 5,9,10,4,2,1,1
3150,Player 1,Team 1,10,1,0,0,0,0
3151,Player 2,Team 2,11,2,1,1,1,1
3152,Player 3,Team 3,12,3,2,2,0,0
3153,Player 4,Team 4,13,4,3,0,1,1
3154,Player 5,Team 5,14,5,4,1,0,0
3155,Player 6,Team 1,15,6,0,2,1,1
3156,Player 7,Team 2,16,7,1,0,0,0
3157,Player 8,Team 3,17,8,2,1,1,1
3158,Player 9,Team 4,18,9,3,2,0,0
3159,Player 10,Team 5,19,10,4,0,1,1
3160,Player 1,Team 1,0,1,0,1,0,0
3161,Player 2,Team 2,1,2,1,2,1,1
3162,Player 3,Team 3,2,3,2,0,0,0
3163,Player 4,Team 4,3,4,3,1,1,1
3164,Player 5,Team 5,4,5,4,2,0,0
3165,Player 6,Team 1,5,6,0,0,1,1
3166,Player 7,Team 2,6,7,1,1,0,0
3167,Player 8,Team 3,7,8,2,2,1,1
3168,Player 9,Team 4,8,9,3,0,0,0
3169,Player 10,Team 5,9,10,4,1,1,1
3170,Player 1,Team 1,10,1,0,2,0,0
3171,Player 2,Team 2,11,2,1,0,1,1
3172,Player 3,Team 3,12,3,2,1,0,0
3173,Player 4,Team 4,13,4,3,2,1,1
3174,Player 5,Team 5,14,5,4,0,0,0
3175,Player 6,Team 1,15,6,0,1,1,1
3176,Player 7,Team 2,16,7,1,2,0,0
3177,Player 8,Team 3,17,8,2,0,1,1
3178,Player 9,Team 4,18,9,3,1,0,0
3179,Player 10,Team 5,19,10,4,2,1,1
3180,Player 1,Team 1,0,1,0,0,0,0
3181,Player 2,Team 2,1,2,1,1,1,1
3182,Player 3,Team 3,2,3,2,2,0,0
3183,Player 4,Team 4,3,4,3,0,1,1
3184,Player 5,Team 5,4,5,4,1,0,0
3185,Player 6,Team 1,5,6,0,2,1,1
3186,Player 7,Team 2,6,7,1,0,0,0
3187,Player 8,Team 3,7,8,2,1,1,1
3188,Player 9,Team 4,8,9,3,2,0,0
3189,Player 10,Team 5,9,10,4,0,1,1
3190,Player 1,Team 1,10,1,0,1,0,0
3191,Player 2,Team 2,11,2,1,2,1,1
3192,Player 3,Team 3,12,3,2,0,0,0
3193,Player 4,Team 4,13,4,3,1,1,1
3194,Player 5,Team 5,14,5,4,2,0,0
3195,Player 6,Team 1,15,6,0,0,1,1
3196,Player 7,Team 2,16,7,1,1,0,0
3197,Player 8,Team 3,17,8,2,2,1,1
3198,Player 9,Team 4,18,9,3,0,0,0
3199,Player 10,Team 5,19,10,4,1,1,1
3200,Player 1,Team 1,0,1,0,2,0,0
3201,Player 2,Team 2,1,2,1,0,1,1
3202,Player 3,Team 3,2,3,2,1,0,0
3203,Player 4,Team 4,3,4,3,2,1,1
3204,Player 5,Team 5,4,5,4,0,0,0
3205,Player 6,Team 1,5,6,0,1,1,1
3206,Player 7,Team 2,6,7,1,2,0,0
3207,Player 8,Team 3,7,8,2,0,1,1
3208,Player 9,Team 4,8,9,3,1,0,0
3209,Player 10,Team 5,9,10,4,2,1,1
3210,Player 1,Team 1,10,1,0,0,0,0
3211,Player 2,Team 2,11,2,1,1,1,1
3212,Player 3,Team 3,12,3,2,2,0,0
3213,Player 4,Team 4,13,4,3,0,1,1
3214,Player 5,Team 5,14,5,4,1,0,0
3215,Player 6,Team 1,15,6,0,2,1,1
3216,Player 7,Team 2,16,7,1,0,0,0
3217,Player 8,Team 3,17,8,2,1,1,1
3218,Player 9,Team 4,18,9,3,2,0,0
3219,Player 10,Team 5,19,10,4,0,1,1
3220,Player 1,Team 1,0,1,0,1,0,0
3221,Player 2,Team 2,1,2,1,2,1,1
3222,Player 3,Team 3,2,3,2,0,0,0
3223,Player 4,Team 4,3,4,3,1,1,1
3224,Player 5,Team 5,4,5,4,2,0,0
3225,Player 6,Team 1,5,6,0,0,1,1
3226,Player 7,Team 2,6,7,1,1,0,0
3227,Player 8,Team 3,7,8,2,2,1,1
3228,Player 9,Team 4,8,9,3,0,0,0
3229,Player 10,Team 5,9,10,4,1,1,1
3230,Player 1,Team 1,10,1,0,2,0,0
3231,Player 2,Team 2,11,2,1,0,1,1
3232,Player 3,Team 3,12,3,2,1,0,0
3233,Player 4,Team 4,13,4,3,2,1,1
3234,Player 5,Team 5,14,5,4,0,0,0
3235,Player 6,Team 1,15,6,0,1,1,1
3236,Player 7,Team 2,16,7,1,2,0,0
3237,Player 8,Team 3,17,8,2,0,1,1
3238,Player 9,Team 4,18,9,3,1,0,0
3239,Player 10,Team 5,19,10,4,2,1,1
3240,Player 1,Team 1,0,1,0,0,0,0
3241,Player 2,Team 2,1,2,1,1,1,1
3242,Player 3,Team 3,2,3,2,2,0,0
3243,Player 4,Team 4,3,4,3,0,1,1
3244,Player 5,Team 5,4,5,4,1,0,0
3245,Player 6,Team 1,5,6,0,2,1,1
3246,Player 7,Team 2,6,7,1,0,0,0
3247,Player 8,Team 3,7,8,2,1,1,1
3248,Player 9,Team 4,8,9,3,2,0,0
3249,Player 10,Team 5,9,10,4,0,1,1
3250,Player 1,Team 1,10,1,0,1,0,0
3251,Player 2,Team 2,11,2,1,2,1,1
3252,Player 3,Team 3,12,3,2,0,0,0
3253,Player 4,Team 4,13,4,3,1,1,1
3254,Player 5,Team 5,14,5,4,2,0,0
3255,Player 6,Team 1,15,6,0,0,1,1
3256,Player 7,Team 2,16,7,1,1,0,0
3257,Player 8,Team 3,17,8,2,2,1,1
3258,Player 9,Team 4,18,9,3,0,0,0
3259,Player 10,Team 5,19,10,4,1,1,1
3260,Player 1,Team 1,0,1,0,2,0,0
3261,Player 2,Team 2,1,2,1,0,1,1
3262,Player 3,Team 3,2,3,2,1,0,0
3263,Player 4,Team 4,3,4,3,2,1,1
3264,Player 5,Team 5,4,5,4,0,0,0
3265,Player 6,Team 1,5,6,0,1,1,1
3266,Player 7,Team 2,6,7,1,2,0,0
3267,Player 8,Team 3,7,8,2,0,1,1
3268,Player 9,Team 4,8,9,3,1,0,0
3269,Player 10,Team 5,9,10,4,2,1,1
3270,Player 1,Team 1,10,1,0,0,0,0
3271,Player 2,Team 2,11,2,1,1,1,1
3272,Player 3,Team 3,12,3,2,2,0,0
3273,Player 4,Team 4,13,4,3,0,1,1
3274,Player 5,Team 5,14,5,4,1,0,0
3275,Player 6,Team 1,15,6,0,2,1,1
3276,Player 7,Team 2,16,7,1,0,0,0
3277,Player 8,Team 3,17,8,2,1,1,1
3278,Player 9,Team 4,18,9,3,2,0,0
3279,Player 10,Team 5,19,10,4,0,1,1
3280,Player 1,Team 1,0,1,0,1,0,0
3281,Player 2,Team 2,1,2,1,2,1,1
3282,Player 3,Team 3,2,3,2,0,0,0
3283,Player 4,Team 4,3,4,3,1,1,1
3284,Player 5,Team 5,4,5,4,2,0,0
3285,Player 6,Team 1,5,6,0,0,1,1
3286,Player 7,Team 2,6,7,1,1,0,0
3287,Player 8,Team 3,7,8,2,2,1,1
3288,Player 9,Team 4,8,9,3,0,0,0
3289,Player 10,Team 5,9,10,4,1,1,1
3290,Player 1,Team 1,10,1,0,2,0,0
3291,Player 2,Team 2,11,2,1,0,1,1
3292,Player 3,Team 3,12,3,2,1,0,0
3293,Player 4,Team 4,13,4,3,2,1,1
3294,Player 5,Team 5,14,5,4,0,0,0
3295,Player 6,Team 1,15,6,0,1,1,1
3296,Player 7,Team 2,16,7,1,2,0,0
3297,Player 8,Team 3,17,8,2,0,1,1
3298,Player 9,Team 4,18,9,3,1,0,0
3299,Player 10,Team 5,19,10,4,2,1,1
3300,Player 1,Team 1,0,1,0,0,0,0
3301,Player 2,Team 2,1,2,1,1,1,1
3302,Player 3,Team 3,2,3,2,2,0,0
3303,Player 4,Team 4,3,4,3,0,1,1
3304,Player 5,Team 5,4,5,4,1,0,0
3305,Player 6,Team 1,5,6,0,2,1,1
3306,Player 7,Team 2,6,7,1,0,0,0
3307,Player 8,Team 3,7,8,2,1,1,1
3308,Player 9,Team 4,8,9,3,2,0,0
3309,Player 10,Team 5,9,10,4,0,1,1
3310,Player 1,Team 1,10,1,0,1,0,0
